subject,question_id,question_text,letta_score,spec_score,score_delta,cos_letta_heldout,cos_spec_heldout,cos_letta_spec,texture_gap,ngram5_letta_heldout,ngram5_spec_heldout,ngram5_gap,ngram3_letta_heldout,ngram3_spec_heldout,ngram3_gap,heldout_passage_excerpt,letta_response_excerpt,spec_response_excerpt,letta_haiku,letta_sonnet,letta_opus,letta_gpt4o,letta_gpt54,spec_haiku,spec_sonnet,spec_opus,spec_gpt4o,spec_gpt54
babur,9,How does Babur respond to reports of military activity from distant commanders?,2.2,1.6,0.6,0.3012,0.2998,0.8146,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,"In these same days came a dutiful letter from Chīn-tīmūr Sl. saying that on account of the journey of the family from Kābul, several of the begs who had been appointed to reinforce him, had not been a","# How Bābur Responds to Reports of Military Activity from Distant Commanders  Based on the working model, Bābur demonstrates a multifaceted approach to reports of military activity from distant comman","# Babur's Response to Distant Military Reports  Based on the behavioral specification, Babur demonstrates a **systematic but strategically selective approach** to reports from distant commanders:  ##",2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
babur,10,What is Babur's typical approach to managing revenue distribution among conquered territories?,2.6,2.0,0.6,0.3669,0.3768,0.8427,-0.0099,0.0,0.0,0.0,0.0,0.0,0.0,"I bestowed 50 _laks_ from Bīhār on Maḥmūd Khān _Nūḥānī_, after reserving one _krūr_ for Government uses (_khalṣa_), and gave the remainder of the Bihār revenues in trust for the above-mentioned Jalāl","# Babur's Approach to Revenue Distribution in Conquered Territories  Based on the working model, Babur demonstrates a nuanced and strategic approach to revenue management that balances military needs,","# Babur's Revenue Management Approach  Based on the behavioral specification provided, there is **no explicit information** about Babur's systematic approach to revenue distribution among conquered te",2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0
babur,11,How does Babur handle negotiations with rival powers through intermediaries?,2.4,1.2,1.2,0.2832,0.3091,0.9041,-0.0259,0.0,0.0,0.0,0.0,0.0,0.0,"that retainer of Khalīfa's, Ghulām-i-`alī by name, who in company with a retainer of the Shāh-zāda of Mungīr named Abū'l-fatḥ, had gone earlier than Ismā`īl Mītā, to convey those three articles (_faṣl","# How Babur Handles Negotiations with Rival Powers Through Intermediaries  Based on the working model of Babur's leadership approach, his use of intermediaries in negotiations reveals a sophisticated","# Babur's Use of Intermediaries in Negotiations  Based on the behavioral specification, Babur employs intermediaries strategically but with careful calibration of their authority and his own involveme",2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
babur,12,What does Babur's treatment of Shaikh Jamālī's associates suggest about his diplomatic approach?,2.0,2.0,0.0,0.2518,0.3232,0.8836,-0.0714,0.0,0.0,0.0,0.9317,1.7241,-0.7925,"Daryā Khān's grandson Jalāl Khān to whom Shaikh Jamālī had gone, came in with his chief amīrs and waited on me.","# Babur's Diplomatic Approach: Insights from His Treatment of Shaikh Jamālī's Associates  Based on the working model of Babur's character and leadership philosophy, his treatment of Shaikh Jamālī's as","# Babur's Treatment of Shaikh Jamālī's Associates: Diplomatic Pragmatism  Based on the behavioral specification, Babur's handling of Shaikh Jamālī's circle reveals a **calibrated diplomatic strategy t",1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
babur,13,How does Babur typically respond to offers of submission from rival factions?,3.4,2.2,1.2,0.2774,0.3542,0.8137,-0.0768,0.0,0.0,0.0,0.0,0.0,0.0,"Yaḥyā _Nūḥānī_ also came, who had already sent his younger brother in sign of submission and had received a royal letter accepting his service.","# How Babur Responds to Offers of Submission from Rival Factions  Based on the working model, Babur's responses to submission offers demonstrate a nuanced approach that balances pragmatism with ethica","# Babur's Response to Submission Offers  Based on the behavioral specification, Babur employs a **graduated, strategically calibrated approach** to submission offers rather than a uniform response:  #",4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0
babur,14,What environmental or seasonal factors influence Babur's military decision-making?,3.2,2.2,1.0,0.3847,0.2965,0.8472,0.0882,0.0,0.0,0.0,0.0,0.0,0.0,"and as, moreover, the Rains were near, we in our turn wrote and despatched words for peace on the conditions mentioned.","# Environmental and Seasonal Factors in Bābur's Military Decision-Making  Based on the working model of Bābur's leadership, environmental and seasonal factors significantly shape his military strategi","# Environmental and Seasonal Factors in Babur's Military Decision-Making  Based on the behavioral specification and historical patterns, several environmental and seasonal considerations shape Babur's",3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
babur,15,How does Babur balance the need to reward supporters with fiscal responsibility?,2.2,1.8,0.4,0.4201,0.3518,0.8023,0.0683,0.0,0.0,0.0,0.0,0.0,0.0,"I bestowed 50 _laks_ from Bīhār on Maḥmūd Khān _Nūḥānī_, after reserving one _krūr_ for Government uses (_khalṣa_)","# How Babur Balances Reward and Fiscal Responsibility  Based on the working model, Babur demonstrates a nuanced approach to this tension through several key strategies:  ## Strategic Allocation of Res","# Babur's Balance Between Rewarding Supporters and Fiscal Responsibility  Based on the behavioral specification, Babur navigates this tension through **strategic selectivity and transactional precisio",2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0
babur,16,What is Babur's pattern in assigning territorial grants to military subordinates?,2.2,1.0,1.2,0.2659,0.2885,0.8781,-0.0226,0.0,0.0,0.0,0.0,0.0,0.0,"Aīsān-tīmūr Sl. for the grant of 36 _laks_ from the Nārnūl _pargana_, Tūkhta-bughā Sl. for 30 _laks_ from that of Shamsābād.","# Babur's Pattern in Assigning Territorial Grants to Military Subordinates  Based on the working model, Babur demonstrates several consistent patterns in how he distributes territorial grants:  ## 1.","# Babur's Pattern in Territorial Grants to Military Subordinates  Based on the behavioral specification, Babur's approach to territorial assignment follows these patterns:  ## Reward for Demonstrated",2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
babur,17,How does Babur respond when subordinates face pressure from multiple opposing forces?,2.0,1.0,1.0,0.2455,0.2179,0.8253,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,"When `Askarī crossed at the Haldī-passage, Shāh Muḥammad had come at once with a troop, seen him and with him gone against the Bengalīs.","# How Bābur Responds When Subordinates Face Pressure from Multiple Opposing Forces  Based on the working model, Bābur demonstrates a multifaceted approach to supporting subordinates under pressure fro","# Babur's Response to Subordinates Under Pressure from Multiple Forces  Based on the behavioral specification, Babur's response pattern depends on several contextual factors:  ## Strategic Value Asses",1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
babur,18,What does Babur's immediate action upon receiving news of unrest reveal about his priorities?,1.6,1.0,0.6,0.176,0.0928,0.8794,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,Prayer; I praised and thanked them and led them to expect guerdon and kindness.,"# Babur's Priorities Revealed Through Immediate Action on Unrest  Based on the working model, Babur's immediate response to news of unrest reveals several interconnected priorities:  ## 1. **Rapid Cri","# Babur's Response to Unrest: Revealing Priorities  Based on the behavioral specification, Babur's immediate actions upon receiving news of unrest reveal a **hierarchical prioritization of threats** t",2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
babur,19,How does Babur typically consolidate control over newly acquired regions?,2.2,2.2,0.0,0.3621,0.3761,0.7628,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,"Orders were sent through `Abdu'l-lāh (_kitābdār_) for the Sulṯān that he and Sl. Muḥammad _Dūldāī_, Muḥammadī, and some of the begs and braves of that country-side should assemble in Āgra and there re","# How Babur Consolidates Control Over Newly Acquired Regions  Based on the working model, Babur employs a multifaceted approach to consolidating control that integrates military authority with civic r","# Babur's Consolidation Strategy  Based on his behavioral patterns, Babur employs a multi-layered approach to consolidating newly acquired territories:  ## Immediate Military Securitization  Babur fir",2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
babur,20,What does Babur's treatment of the Afghān rebels suggest about his approach to conflict resolution?,3.0,3.0,0.0,0.4661,0.4732,0.9017,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,"As the object of this campaign was to put down the rebel Afghāns of whom some had taken their heads and gone off, some had come in submissive and accepting my service, and the remaining few were in th","# Babur's Approach to Conflict Resolution: Insights from His Treatment of Afghān Rebels  Based on the working model, Babur's treatment of Afghān rebels reveals a nuanced and pragmatic approach to conf","# Babur's Approach to Conflict Resolution: The Afghan Rebel Case  Based on the behavioral specification, Babur's treatment of Afghan rebels reveals a **graduated, strategically calibrated approach** r",2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0
babur,21,"When Babur receives news that rebel Afghans have been partially subdued and some remain in enemy hands, what does he typically do regarding military campaigns?",1.6,3.4,-1.8,0.4649,0.4335,0.8413,0.0314,0.0,0.0,0.0,0.0,0.0,0.0,"As the object of this campaign was to put down the rebel Afghāns of whom some had taken their heads and gone off, some had come in submissive and accepting my service, and the remaining few were in th","# Babur's Response to Partial Subdual of Rebel Afghans  Based on the working model, when Babur receives news of partially subdued rebel Afghans with some remaining in enemy hands, he typically demonst","# Babur's Response to Partial Subdual of Rebel Afghans  Based on the behavioral specification, when Babur receives news of partial subdual with remaining enemy forces, his typical response pattern wou",2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0
babur,22,How does Babur respond to environmental conditions like approaching monsoon rains when conducting military operations?,2.2,3.2,-1.0,0.417,0.304,0.8063,0.1129,0.0,0.0,0.0,0.0,0.0,0.0,"and as, moreover, the Rains were near, we in our turn wrote and despatched words for peace on the conditions mentioned.","# Babur's Response to Environmental Conditions: Monsoon Rains and Military Operations  Based on the working model of Babur's leadership approach, his responses to environmental challenges like monsoon","# Babur's Response to Monsoon Conditions  Based on the behavioral specification provided, I cannot find explicit documentation of how Babur responds to approaching monsoon rains during military operat",2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
babur,23,What is Babur's typical approach to rewarding loyal military commanders and nobles?,3.6,2.2,1.4,0.3358,0.3331,0.8056,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,"Today guerdon was bestowed on Aīsān-tīmūr Sl. and Tūkhta-būghā Sl., of swords and daggers with belts, cuirasses, dresses of honour, and _tīpūchāq_ horses; also they were made to kneel, Aīsān-tīmūr Sl.","# Babur's Approach to Rewarding Loyal Military Commanders and Nobles  Based on the working model, Babur employs a multifaceted reward system that intertwines material recognition, ceremonial honor, an","# Babur's Approach to Rewarding Loyal Commanders and Nobles  Based on the behavioral specification, Babur employs a **transactional reward system calibrated to demonstrated competence and sustained lo",4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0
babur,24,"When Babur grants revenue assignments to regional leaders, what conditions does he typically impose?",2.0,2.0,0.0,0.3453,0.4188,0.8405,-0.0736,0.0,0.0,0.0,0.0,0.0,0.0,"I bestowed 50 _laks_ from Bīhār on Maḥmūd Khān _Nūḥānī_, after reserving one _krūr_ for Government uses (_khalṣa_), and gave the remainder of the Bihār revenues in trust for the above-mentioned Jalāl","# Babur's Conditions for Revenue Assignments  Based on the working model, when Babur grants revenue assignments to regional leaders, he typically imposes conditions centered on **governance stability,","# Babur's Revenue Assignment Conditions  Based on the behavioral specification, Babur's approach to revenue assignments reflects his broader strategic pattern of **conditional loyalty enforcement thro",2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0
babur,25,How does Babur typically respond to delegations from rival rulers seeking peace?,2.4,1.8,0.6,0.4199,0.4163,0.8915,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,"On the eve of Thursday (_11th_) that retainer of Khalīfa's, Ghulām-i-`alī by name, who in company with a retainer of the Shāh-zāda of Mungīr named Abū'l-fatḥ, had gone earlier than Ismā`īl Mītā, to co","# How Babur Responds to Delegations from Rival Rulers Seeking Peace  Based on the working model, Babur's approach to peace delegations from rival rulers demonstrates several consistent patterns:  ## S","# Babur's Response to Peace Delegations from Rival Rulers  Based on the behavioral specification, Babur's responses to peace overtures follow a **strategic calculus rather than principled consistency*",2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0
babur,26,What does Babur value in terms of military action against those who have submitted to him?,2.6,2.0,0.6,0.1612,0.1214,0.7315,0.0398,0.0,0.0,0.0,0.0,0.0,0.0,some had come in submissive and accepting my service,"# Babur's Values Regarding Military Action Against the Submitted  Based on the working model, Babur demonstrates several key values when dealing with those who have already submitted to his authority:","# Babur's Military Values Regarding Submitted Populations  Based on the behavioral specification, Babur demonstrates a **graduated response system** calibrated to the nature of submission and the thre",2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
babur,27,How does Babur typically handle the pursuit of traitors and rebels?,2.8,2.0,0.8,0.3425,0.2943,0.8547,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,"we marched from our ground belonging to Kūndbah (or Kūndīh) on the Sarū-river, with easy mind about Bihār and Bengal, and resolute to crush the traitors Bīban and Shaikh Bāyazīd.","# How Babur Handles Traitors and Rebels  Based on the working model, Babur's approach to traitors and rebels demonstrates a complex blend of **strategic pragmatism, emotional responsiveness, and situa","# Babur's Approach to Traitors and Rebels  Based on the behavioral specification, Babur employs a **graduated response system** calibrated to the severity of the threat and the strategic context:  ##",2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
babur,28,What is Babur's documented reaction when faced with natural disasters during military campaigns?,2.2,2.6,-0.4,0.2644,0.2445,0.7741,0.0199,0.0,0.0,0.0,0.0,0.0,0.0,"such a storm burst, in the inside of a moment, from the up-piled clouds of the Rainy-season, and such a stiff gale rose, that few tents were left standing. I was in the Audience-tent, about to write;","# Babur's Reactions to Natural Disasters During Military Campaigns  Based on the source material, Babur demonstrates several characteristic responses when confronted with natural disasters during his","# Babur's Reactions to Natural Disasters During Military Campaigns  Based on the behavioral specification provided, there is **no documented information** about Babur's specific reactions to natural d",2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0
babur,29,How does Babur prioritize the preservation of his written records?,2.0,1.6,0.4,0.2042,0.2144,0.7581,-0.0103,0.0,0.0,0.0,0.0,0.0,0.0,"Sections and book were drenched under water and gathered together with much difficulty. We laid them in the folds of a woollen throne-carpet, put this on the throne and on it piled blankets.","# How Bābur Prioritizes the Preservation of His Written Records  Based on the working model, Bābur demonstrates a sophisticated and multifaceted approach to preserving his written records, reflecting","# Babur's Prioritization of Written Records  Based on the behavioral specification, Babur treats written documentation as a **strategic tool for learning and legacy**, but not as a survival priority t",2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
babur,30,What does Babur's behavior reveal about his personal resilience during crises?,2.2,1.4,0.8,0.0966,0.1045,0.7927,-0.0079,0.0,0.0,0.0,0.0,0.0,0.0,"We, without sleep, were busy till shoot of day drying folios and sections.","# Babur's Personal Resilience During Crises  Based on the working model, Babur's behavior reveals several dimensions of personal resilience that sustained him through extraordinary hardships:  ## **Em","# Babur's Personal Resilience: A Crisis Analysis  Based on the behavioral specification, Babur's resilience operates through several interconnected mechanisms:  ## Psychological Reframing  Babur trans",2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
babur,31,How does Babur typically respond to submissions from Afghan tribal leaders?,3.0,2.4,0.6,0.4193,0.4239,0.8674,-0.0045,0.0,0.0,0.0,0.0,0.0,0.0,"Not to make vain the hope with which some 7 or 8,000 _Nūḥānī_ Afghāns had come in to me, I bestowed 50 _laks_ from Bīhār on Maḥmūd Khān _Nūḥānī_","# Babur's Responses to Afghan Tribal Submissions  Based on the working model, Babur demonstrates a nuanced and contextual approach to Afghan tribal submissions that balances pragmatism with ethical co","# Babur's Responses to Afghan Tribal Leaders  Based on the behavioral specification, Babur employs **graduated, pragmatic responses** to Afghan tribal submissions that reflect his broader conflict res",3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0
babur,32,What is Babur's approach to managing expectations of those who submit to his authority?,2.4,1.4,1.0,0.3417,0.3402,0.8787,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,"Not to make vain the hope with which some 7 or 8,000 _Nūḥānī_ Afghāns had come in to me, I bestowed 50 _laks_ from Bīhār on Maḥmūd Khān _Nūḥānī_","# Babur's Approach to Managing Expectations of Those Who Submit to His Authority  Based on the working model, Babur employs a multifaceted strategy for managing expectations among those who submit to","# Babur's Approach to Managing Expectations of Submission  Based on the behavioral specification, Babur manages expectations through a combination of **demonstrated competence, selective mercy, and cl",2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
babur,33,How does Babur typically delegate military responsibilities when pursuing enemies?,2.4,1.4,1.0,0.3271,0.3939,0.8585,-0.0668,0.0,0.0,0.0,0.0,0.0,0.0,"the following leaders were appointed to bar (their) crossing:—The Turk and Hind amīrs Jalālu'd-dīn _Sharqī_, `Alī Khān _Farmūlī_; Tardīka (or, Tardī _yakka_), Nizām Khān of Bīāna, together with Tūlmīs","# How Babur Delegates Military Responsibilities When Pursuing Enemies  Based on the working model, Babur demonstrates a sophisticated and multifaceted approach to military delegation that reflects bot","# Babur's Delegation of Military Responsibilities  Based on the behavioral specification, Babur employs a **strategic delegation model** that preserves his control while distributing tactical executio",2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
babur,34,What does Babur's treatment of military intelligence reveal about his strategic thinking?,2.4,1.2,1.2,0.2637,0.2645,0.8906,-0.0008,0.0,0.0,0.0,0.0,0.0,0.0,"As news began to come again and again that the traitors, after crossing Sarū and Gogar, were going toward Luknū, the following leaders were appointed to bar (their) crossing","# Babur's Approach to Military Intelligence: Strategic Thinking Revealed  Based on the working model, Babur's treatment of military intelligence demonstrates several key dimensions of his strategic th","# Babur's Approach to Military Intelligence  Babur's treatment of intelligence reveals a commander who understands that **information asymmetry is a strategic asset to be systematically cultivated**,",2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0
babur,35,How does Babur respond to reports of military action by his subordinates against enemies?,2.2,1.8,0.4,0.3713,0.3521,0.8471,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,"also that he had gone out with Muḥammadī and other begs and braves, not less than 100 _kurohs_ (200m.), attacked the Balūchīs and given them a good beating.","# How Bābur Responds to Reports of Military Action by His Subordinates Against Enemies  Based on the source material, Bābur's responses to reports of military action by his subordinates reveal a compl","# Babur's Response to Subordinate Military Action  Based on the behavioral specification, Babur demonstrates a **delegated command structure with strategic oversight** rather than micromanagement. His",2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
babur,36,What administrative measures does Babur take to maintain readiness against threats?,2.2,1.8,0.4,0.4978,0.4116,0.7964,0.0861,0.0,0.0,0.0,0.0,0.0,0.0,"Orders were sent through `Abdu'l-lāh (_kitābdār_) for the Sulṯān that he and Sl. Muḥammad _Dūldāī_, Muḥammadī, and some of the begs and braves of that country-side should assemble in Āgra and there re","# Administrative Measures for Maintaining Readiness Against Threats  Based on Bābur's documented practices, he employs a comprehensive system of administrative measures to sustain military preparednes","# Administrative Measures for Maintaining Readiness  Based on Babur's documented practices, his approach to readiness combines **intelligence gathering, strategic positioning, resource management, and",2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0
babur,37,How does Babur typically handle negotiations with multiple parties in conflict?,2.0,1.6,0.4,0.2033,0.157,0.8335,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,"Yaḥyā _Nūḥānī_ also came, who had already sent his younger brother in sign of submission and had received a royal letter accepting his service.","# How Babur Handles Negotiations with Multiple Parties in Conflict  Based on the working model, Babur employs a sophisticated, multi-layered approach to negotiations that balances military strength wi","# Babur's Multi-Party Negotiation Approach  Based on the behavioral specification, Babur employs a **sequential rather than simultaneous negotiation strategy**, treating multi-party conflicts as oppor",2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
babur,38,What does Babur's use of intermediaries reveal about his diplomatic approach?,2.4,1.4,1.0,0.186,0.1326,0.8521,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,Mullā Ghulām _yasāwal_ was sent to collect this tribute.,"# Babur's Use of Intermediaries: A Window into His Diplomatic Strategy  Based on the working model of Babur's character and leadership philosophy, his deployment of intermediaries reveals a sophistica",# Babur's Use of Intermediaries: Strategic Delegation and Controlled Distance  Babur's reliance on intermediaries reveals a sophisticated diplomatic approach that balances personal authority with stra,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0
babur,39,How does Babur balance military aggression with pragmatic peace-making?,2.6,1.8,0.8,0.2714,0.3223,0.8614,-0.0509,0.0,0.0,0.0,0.0,0.0,0.0,we in our turn wrote and despatched words for peace on the conditions mentioned.,"# Babur's Balance Between Military Aggression and Pragmatic Peace-Making  Based on the working model, Babur demonstrates a sophisticated approach to balancing these seemingly opposing forces through s","# Babur's Balance Between Military Aggression and Pragmatic Peace-Making  Based on the behavioral specification, Babur employs a **graduated response system** calibrated to specific circumstances rath",2.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0
babur,40,What does Babur's immediate response to a natural disaster reveal about his priorities?,2.0,1.6,0.4,0.1856,0.1361,0.8039,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,"The storm quieted down in about 2 _garīs_ (45m.); the bedding-tent was set up, a lamp lighted, and, after much trouble, a fire kindled. We, without sleep, were busy till shoot of day drying folios and","# Babur's Response to Natural Disaster: Priorities Revealed  Based on the working model, Babur's immediate response to natural disasters—particularly the earthquake in Bajaur—reveals several interconn","# Babur's Response to Natural Disaster: Priorities Revealed  Based on the behavioral specification, Babur's immediate response to natural disasters would likely reveal a **hierarchical prioritization*",2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
